customer_id,customer_name,customer_segment,last_order_date,days_since_last
967,Sarah White,Consumer,2024-09-12,110
1659,William Taylor,Home Office,2024-09-13,109
639,Amanda Clark,Consumer,2024-09-14,108
946,Robert Jackson,Corporate,2024-09-14,108
268,Nicole Lewis,Corporate,2024-09-15,107
470,John Taylor,Consumer,2024-09-15,107
1398,William White,Consumer,2024-09-15,107
506,Sarah Rodriguez,Consumer,2024-09-16,106
1721,Emily Wilson,Consumer,2024-09-16,106
1730,Brandon Harris,Consumer,2024-09-16,106
81,Robert King,Home Office,2024-09-17,105
836,Emily Martin,Small Business,2024-09-17,105
1172,Kevin Walker,Small Business,2024-09-17,105
505,Jessica Jones,Consumer,2024-09-18,104
1729,Sarah Clark,Corporate,2024-09-18,104
580,John Ramirez,Consumer,2024-09-19,103
595,Sandra Brown,Home Office,2024-09-19,103
1146,Karen Young,Corporate,2024-09-19,103
293,Scott Lopez,Small Business,2024-09-20,102
542,Kevin Sanchez,Small Business,2024-09-20,102
695,William Williams,Consumer,2024-09-20,102
1181,Tiffany Young,Consumer,2024-09-20,102
1403,Jennifer Rodriguez,Consumer,2024-09-20,102
1538,Jason Lopez,Consumer,2024-09-20,102
1574,Jason Clark,Corporate,2024-09-21,101
1717,Sarah Thomas,Corporate,2024-09-22,100
60,Jeffrey Moore,Consumer,2024-09-24,98
344,Sharon Young,Small Business,2024-09-24,98
501,Matthew Miller,Small Business,2024-09-24,98
140,Ashley Moore,Corporate,2024-09-25,97
197,Robert Lopez,Consumer,2024-09-25,97
346,John Moore,Home Office,2024-09-25,97
525,Jeffrey Jackson,Home Office,2024-09-25,97
852,Robert Allen,Small Business,2024-09-25,97
33,Brandon Jones,Consumer,2024-09-26,96
165,Patricia Gonzalez,Corporate,2024-09-26,96
680,Amy Gonzalez,Consumer,2024-09-27,95
425,Stephanie Gonzalez,Consumer,2024-09-28,94
621,David Taylor,Consumer,2024-09-28,94
20,Thomas White,Corporate,2024-09-29,93
390,Emily Thomas,Small Business,2024-09-30,92
462,Daniel Lewis,Small Business,2024-09-30,92
587,Melissa Robinson,Consumer,2024-09-30,92
721,Amy Williams,Home Office,2024-09-30,92
825,Jessica Garcia,Consumer,2024-09-30,92
1004,William Thomas,Consumer,2024-09-30,92
1133,Sharon Garcia,Consumer,2024-09-30,92
1489,Tiffany Martin,Consumer,2024-09-30,92
1748,Robert Rodriguez,Corporate,2024-09-30,92
817,William Johnson,Home Office,2024-10-01,91
1067,Rebecca Williams,Consumer,2024-10-01,91
