customer_id,customer_name,customer_segment,order_count,total_spend
1093,Justin Smith,Consumer,17,24023.05
1044,Elizabeth Martin,Consumer,17,26790.47
976,Karen Rodriguez,Corporate,17,46070.66
910,Elizabeth Martinez,Small Business,17,30531.3
832,Ashley Hernandez,Corporate,17,61121.96
831,Jason Moore,Corporate,17,26481.15
764,Emily King,Consumer,17,34644.74
722,Jessica Moore,Home Office,17,35993.51
514,Sarah Robinson,Home Office,17,21677.92
472,Elizabeth Perez,Small Business,17,31695.9
436,Susan Lewis,Home Office,17,33003.88
421,David Perez,Corporate,17,44973.58
336,Ashley Hernandez,Consumer,17,33420.78
322,Michelle Robinson,Consumer,17,20627.31
268,Nicole Lewis,Corporate,17,36393.84
70,Brittany Young,Corporate,17,52570.09
60,Jeffrey Moore,Consumer,17,27151.5
1683,Charles Jackson,Consumer,16,18407.93
1579,Linda Young,Small Business,16,32074.27
1568,Joshua Thompson,Home Office,16,23626.33
1535,Robert Garcia,Home Office,16,22280.87
1443,Melissa Rodriguez,Home Office,16,24673.49
1379,Kimberly Gonzalez,Home Office,16,19652.72
1202,Daniel Taylor,Consumer,16,17692.34
1188,Sharon Thomas,Consumer,16,15928.96
1144,Barbara Sanchez,Home Office,16,20218.2
1108,Matthew Gonzalez,Consumer,16,18463.86
1015,Robert Wilson,Home Office,16,26805.11
828,Patricia Garcia,Consumer,16,20777.63
820,Melissa Lee,Corporate,16,45198.17
757,Stephanie Ramirez,Consumer,16,20292.07
718,Robert Hernandez,Corporate,16,39239.69
704,Sarah Taylor,Small Business,16,31113.23
603,Thomas Lewis,Consumer,16,13510.14
454,Mary Anderson,Home Office,16,19120.92
326,Emily King,Home Office,16,14917.37
139,William Perez,Small Business,16,19221.64
1794,Stephanie Jones,Corporate,15,30348.01
1730,Brandon Harris,Consumer,15,23106.68
1694,Karen Garcia,Consumer,15,30831.19
1587,William Martin,Home Office,15,34856.02
1559,Christopher Smith,Corporate,15,32056.19
1427,Andrew Lee,Corporate,15,48428.3
1391,Anthony Wilson,Corporate,15,37824.07
1142,Kevin Harris,Consumer,15,13911.83
1020,Joshua Clark,Consumer,15,19275.7
999,Robert Ramirez,Corporate,15,32643.93
917,Robert King,Corporate,15,27680.49
841,John Young,Consumer,15,11863.59
809,Justin Thomas,Home Office,15,34593.57
765,Rebecca Robinson,Consumer,15,23135.46
749,Emily King,Home Office,15,27720.16
738,Charles White,Consumer,15,13210.53
712,Jessica Perez,Home Office,15,37829.3
483,Anthony Garcia,Consumer,15,27905.55
453,Michelle Anderson,Home Office,15,36640.45
276,Robert Rodriguez,Consumer,15,22697.47
272,Ashley Brown,Consumer,15,10166.12
143,Michael Wilson,Home Office,15,19807.94
105,Elizabeth Walker,Consumer,15,16004.99
31,James Garcia,Corporate,15,28752.95
1789,Robert Robinson,Consumer,14,15602.28
1738,Andrew Wilson,Consumer,14,18627.81
1702,Amy Robinson,Home Office,14,22151.4
1671,Kimberly Williams,Consumer,14,14945.49
1634,Michael Martin,Home Office,14,20213.19
1618,Patricia Garcia,Small Business,14,32403.42
1582,Sarah Smith,Home Office,14,30903.86
1580,Brandon Lee,Consumer,14,19276.73
1573,Angela Smith,Consumer,14,18694.97
1554,Kimberly Allen,Home Office,14,26707.51
1524,Andrew White,Corporate,14,32532.18
1489,Tiffany Martin,Consumer,14,9566.96
1435,Angela White,Home Office,14,13254.58
1399,Tiffany Rodriguez,Consumer,14,12378.4
1366,Ashley Moore,Corporate,14,29900.74
1303,Brian Clark,Home Office,14,26551.56
1251,Jason Thompson,Consumer,14,16891.24
1178,Charles Sanchez,Corporate,14,28994.2
1151,William Taylor,Small Business,14,30166.45
1099,Sharon Sanchez,Home Office,14,23162.57
1056,Amanda Ramirez,Home Office,14,15694.22
1048,Brandon Thompson,Consumer,14,17045.69
1046,Jennifer Moore,Corporate,14,38503.51
959,Ashley Brown,Corporate,14,29409.74
904,Michael Garcia,Home Office,14,15735.95
896,David Moore,Home Office,14,27015.28
871,Matthew Martinez,Corporate,14,33298.46
868,Sarah Gonzalez,Small Business,14,25859.21
862,Kevin Harris,Consumer,14,37970.6
825,Jessica Garcia,Consumer,14,11691.51
806,William Lopez,Consumer,14,17802.68
796,Michael Wilson,Consumer,14,33796.15
774,William Anderson,Consumer,14,13540.66
680,Amy Gonzalez,Consumer,14,8226.71
479,Michelle Young,Corporate,14,19815.07
420,Sharon Garcia,Consumer,14,27741.09
358,Amy Miller,Corporate,14,21134.54
175,Stephanie Lewis,Consumer,14,16863.32
125,Elizabeth Miller,Home Office,14,18927.84
110,William Taylor,Home Office,14,21495.89
76,Nicole Miller,Home Office,14,18646.36
1749,Rebecca Smith,Small Business,13,30025.35
1726,Sandra Allen,Home Office,13,27413.15
1717,Sarah Thomas,Corporate,13,28353.27
1715,Brian Clark,Corporate,13,50881.88
1684,Brittany Walker,Corporate,13,34379.4
1615,William Johnson,Small Business,13,42200.05
1531,Daniel Jones,Consumer,13,17003.05
1502,Joshua Clark,Home Office,13,18804.79
1461,Sarah Walker,Home Office,13,19080.17
1452,Christopher White,Home Office,13,26052.0
1447,Brian Brown,Small Business,13,29618.47
1314,Kevin Gonzalez,Consumer,13,18452.95
1271,David Robinson,Small Business,13,37308.59
1240,Amanda Walker,Consumer,13,15509.78
1182,Stephanie Brown,Consumer,13,24500.9
1181,Tiffany Young,Consumer,13,16382.46
1149,Amanda Lopez,Corporate,13,38925.35
1148,Brian Williams,Consumer,13,14575.79
1131,Stephanie Anderson,Consumer,13,22722.94
1126,Sarah Davis,Consumer,13,22109.36
1098,Joshua Garcia,Home Office,13,19134.73
1086,Brandon Harris,Consumer,13,16373.47
1031,Mary Sanchez,Home Office,13,20463.05
1019,Elizabeth Martin,Corporate,13,37630.66
970,Michael Williams,Small Business,13,28897.75
951,James Allen,Corporate,13,29039.32
850,Elizabeth Martinez,Consumer,13,13110.29
803,Sarah Miller,Small Business,13,38914.83
751,James Thompson,Corporate,13,21440.81
673,Joshua Williams,Consumer,13,13237.1
660,Angela Walker,Corporate,13,24175.08
613,Sarah Young,Consumer,13,30397.73
591,Charles Smith,Small Business,13,20513.97
583,Andrew White,Corporate,13,38616.54
554,Charles Miller,Home Office,13,23557.53
520,Angela Brown,Consumer,13,25033.37
478,Laura Thomas,Small Business,13,34077.63
462,Daniel Lewis,Small Business,13,33657.81
455,Daniel Young,Consumer,13,11774.14
430,Amy Harris,Home Office,13,24626.87
366,Thomas Harris,Corporate,13,18287.76
319,Kevin Jones,Home Office,13,22022.54
150,Daniel Smith,Consumer,13,18139.7
122,Robert Gonzalez,Small Business,13,29076.52
68,Nicole Jackson,Small Business,13,20806.04
55,Tiffany Allen,Home Office,13,17946.26
53,Susan Miller,Consumer,13,15631.27
36,David Clark,Corporate,13,43895.97
1791,Robert Brown,Consumer,12,18291.38
1737,Anthony Young,Home Office,12,11623.77
1727,Amanda Anderson,Home Office,12,23359.99
1724,Anthony Lopez,Consumer,12,18146.53
1693,John Williams,Home Office,12,21064.38
1653,Anthony Smith,Consumer,12,10146.34
1604,Angela White,Consumer,12,7144.51
1598,Anthony Thompson,Home Office,12,17218.76
1540,Patricia Perez,Consumer,12,18363.51
1528,Mary Wilson,Home Office,12,8955.93
1493,Sandra Thompson,Consumer,12,19676.13
1432,Emily Young,Corporate,12,41011.92
1419,Michael White,Consumer,12,17531.41
1388,Anthony Wilson,Home Office,12,17193.26
1357,Elizabeth Thomas,Consumer,12,7693.07
1347,Karen Rodriguez,Consumer,12,11681.51
1332,Patricia Clark,Consumer,12,12310.34
1257,Robert Robinson,Consumer,12,9674.79
1243,Matthew Gonzalez,Consumer,12,7971.12
1172,Kevin Walker,Small Business,12,35127.05
1116,Barbara Miller,Small Business,12,38379.54
1114,Jennifer Ramirez,Corporate,12,43366.72
1067,Rebecca Williams,Consumer,12,12733.45
947,Matthew Anderson,Home Office,12,35824.1
923,Laura Martin,Corporate,12,36833.57
887,Thomas Lee,Consumer,12,7974.85
838,Linda Brown,Corporate,12,32646.97
813,Amy Lopez,Consumer,12,25728.78
733,Sandra Garcia,Small Business,12,30623.44
621,David Taylor,Consumer,12,23649.24
615,William Garcia,Consumer,12,18600.04
607,James King,Small Business,12,20801.6
595,Sandra Brown,Home Office,12,23207.1
564,Mary Allen,Small Business,12,33222.51
515,Michelle Allen,Consumer,12,15434.51
506,Sarah Rodriguez,Consumer,12,21732.64
378,Justin Thomas,Home Office,12,11592.28
259,Karen Taylor,Consumer,12,18759.59
252,Tiffany Thompson,Home Office,12,16887.71
225,William Gonzalez,Home Office,12,33468.52
213,Joshua Hernandez,Home Office,12,14554.15
209,John Allen,Corporate,12,18261.51
177,Jessica Smith,Consumer,12,14803.08
97,Jason Miller,Corporate,12,43103.04
74,James Rodriguez,Consumer,12,8043.34
49,Emily Williams,Small Business,12,19675.32
1774,Stephanie Lopez,Consumer,11,8810.64
1768,Jason Young,Corporate,11,22516.58
1765,Michael Young,Consumer,11,9889.29
1668,Brandon Lee,Consumer,11,24756.59
1610,Michael Jones,Home Office,11,26839.6
1516,Nicole Davis,Consumer,11,10334.36
1495,James Brown,Consumer,11,6778.43
1482,Barbara Moore,Home Office,11,16567.88
1476,Daniel Perez,Consumer,11,12954.27
1458,Nicole Harris,Corporate,11,36306.93
1353,Elizabeth Lopez,Home Office,11,9213.25
1187,Mary Robinson,Consumer,11,7145.15
1129,Sharon Thomas,Consumer,11,8489.23
1090,Patricia Smith,Home Office,11,26195.71
993,Kevin Lewis,Home Office,11,17857.71
975,Anthony Walker,Home Office,11,30435.46
964,Matthew Miller,Corporate,11,29508.46
945,Amanda Lee,Consumer,11,14647.46
861,Mary White,Small Business,11,24275.43
795,Robert Allen,Consumer,11,17917.76
793,Michael Jones,Home Office,11,19612.57
750,Daniel Sanchez,Home Office,11,16000.44
702,Susan Lopez,Consumer,11,17856.48
679,Thomas Young,Corporate,11,24997.7
628,Jessica Harris,Consumer,11,13869.7
567,Nicole Allen,Consumer,11,16322.36
559,Rebecca Wilson,Corporate,11,17210.7
474,William Walker,Consumer,11,14721.08
61,Daniel Hernandez,Small Business,11,17924.21
54,Jason King,Home Office,11,15699.7
45,David White,Home Office,11,7090.08
1800,Tiffany Brown,Small Business,10,26624.87
1763,Sandra Martinez,Home Office,10,14446.85
1760,Jessica Martin,Small Business,10,28681.7
1722,Robert Lopez,Consumer,10,11058.22
1721,Emily Wilson,Consumer,10,8563.81
1670,Ashley Ramirez,Consumer,10,14496.93
1591,Brian White,Corporate,10,19698.42
1583,Brandon Lee,Corporate,10,23209.8
1574,Jason Clark,Corporate,10,29753.03
1570,Charles Thompson,Home Office,10,7621.54
1506,Sarah Taylor,Small Business,10,17075.42
1494,Amanda Young,Small Business,10,16236.44
1455,Barbara Harris,Consumer,10,15065.49
1337,Emily Martin,Consumer,10,13307.33
1320,Joshua Gonzalez,Consumer,10,17406.53
1302,Karen Johnson,Consumer,10,11321.36
1198,Stephanie Walker,Consumer,10,8363.67
1159,Nicole Martinez,Consumer,10,12138.39
1122,Nicole Perez,Consumer,10,8994.89
1022,Laura Taylor,Small Business,10,29892.93
958,Michelle Harris,Small Business,10,21880.94
950,Matthew Taylor,Consumer,10,21921.4
936,Charles Rodriguez,Small Business,10,17433.45
929,Michael Allen,Home Office,10,9617.36
928,Brandon Thompson,Consumer,10,20220.89
879,Michael Robinson,Home Office,10,18793.1
852,Robert Allen,Small Business,10,16879.96
798,Tiffany White,Home Office,10,16254.86
758,Jason Thomas,Home Office,10,13035.96
739,Matthew Ramirez,Consumer,10,13364.14
731,Charles Martinez,Corporate,10,22290.88
700,Emily White,Small Business,10,18702.08
665,Brittany Williams,Consumer,10,12101.78
633,Stephanie Smith,Corporate,10,21977.95
586,Nicole Gonzalez,Home Office,10,30152.88
552,Susan White,Consumer,10,17593.29
547,Christopher Anderson,Consumer,10,8386.79
542,Kevin Sanchez,Small Business,10,16521.24
513,Scott Gonzalez,Corporate,10,25245.41
494,Matthew Young,Small Business,10,14127.45
452,Scott Harris,Corporate,10,22350.59
401,Susan Davis,Consumer,10,10285.62
386,David Garcia,Consumer,10,10958.6
363,Robert White,Consumer,10,5769.33
359,Jason Sanchez,Corporate,10,18387.11
306,William White,Consumer,10,13445.33
285,Emily Lewis,Consumer,10,9294.42
262,Emily Wilson,Consumer,10,27023.46
244,Linda King,Home Office,10,17238.67
151,David Thomas,Consumer,10,9617.6
1777,Michael Moore,Corporate,9,21108.37
1677,Michael Thompson,Consumer,9,9801.85
1656,Anthony Moore,Consumer,9,13346.45
1647,Emily Gonzalez,Small Business,9,16721.88
1603,Michelle Gonzalez,Home Office,9,13215.47
1597,Andrew Sanchez,Consumer,9,17587.19
1571,Michael Moore,Consumer,9,6324.33
1550,Elizabeth Young,Home Office,9,8060.75
1360,Kevin Ramirez,Consumer,9,11505.54
1333,Andrew Perez,Corporate,9,13990.63
1326,Andrew Jones,Small Business,9,20891.7
1310,Jason Allen,Corporate,9,20764.98
1262,Angela Williams,Small Business,9,25301.06
1237,William Allen,Consumer,9,4955.46
1207,Daniel Walker,Small Business,9,18443.35
1095,Sarah Taylor,Corporate,9,18312.37
1059,Robert Sanchez,Home Office,9,9300.37
1049,Anthony Young,Home Office,9,8844.74
1042,Ashley Lopez,Corporate,9,18569.88
1025,David Martinez,Corporate,9,34961.94
1018,Kevin Gonzalez,Small Business,9,24585.26
982,Sandra Lee,Corporate,9,21608.39
968,Elizabeth Smith,Consumer,9,22498.03
916,Tiffany Thomas,Home Office,9,11163.0
888,Sandra Garcia,Consumer,9,3068.98
837,Jennifer Johnson,Consumer,9,12793.58
710,Susan Martin,Consumer,9,5490.15
695,William Williams,Consumer,9,16304.23
652,Jason Gonzalez,Small Business,9,19153.67
651,Jessica Sanchez,Consumer,9,8818.51
620,Michelle Allen,Consumer,9,5719.79
539,Kimberly Robinson,Small Business,9,23761.17
529,Karen Lopez,Home Office,9,5071.28
504,Jennifer Brown,Home Office,9,14804.6
489,Anthony Jones,Home Office,9,13328.67
415,David Johnson,Small Business,9,23477.54
365,William Moore,Corporate,9,21068.28
292,Ashley King,Small Business,9,10788.73
220,Charles Smith,Home Office,9,17780.42
196,Daniel Smith,Consumer,9,10748.15
160,Stephanie Brown,Consumer,9,9957.29
26,James Davis,Home Office,9,10384.84
1767,Robert Johnson,Corporate,8,20219.21
1748,Robert Rodriguez,Corporate,8,18901.99
1654,Tiffany Jackson,Small Business,8,12372.59
1607,Kimberly Rodriguez,Home Office,8,11751.96
1599,Laura Ramirez,Consumer,8,5015.51
1548,Andrew King,Consumer,8,11226.07
1532,Anthony Walker,Consumer,8,10503.0
1509,Melissa Hernandez,Corporate,8,23135.24
1496,Joshua Thompson,Corporate,8,8285.11
1485,Karen Gonzalez,Consumer,8,7288.47
1474,Andrew Allen,Consumer,8,4372.08
1417,Elizabeth Allen,Consumer,8,12647.23
1413,Rebecca Allen,Consumer,8,12812.86
1386,Matthew Perez,Consumer,8,9848.59
1334,Emily Robinson,Small Business,8,17703.29
1323,Patricia Lewis,Small Business,8,15004.9
1258,Rebecca Smith,Consumer,8,6056.43
1252,Jason Harris,Corporate,8,20146.5
1201,Kevin Hernandez,Consumer,8,6297.9
1190,Justin Martinez,Home Office,8,6830.59
1154,Joshua King,Consumer,8,5287.16
1146,Karen Young,Corporate,8,12915.06
1143,Emily Smith,Small Business,8,11186.77
1135,Jason Harris,Consumer,8,5202.33
1081,Michael Allen,Small Business,8,23338.0
1043,Jessica Moore,Consumer,8,7403.07
1035,Justin King,Home Office,8,7270.42
1000,Ashley Smith,Corporate,8,25153.11
987,Emily Jones,Consumer,8,18058.6
882,Sharon Thomas,Small Business,8,20611.58
880,Laura White,Home Office,8,8087.69
839,Kevin Lee,Consumer,8,7144.99
835,David Anderson,Small Business,8,19872.62
797,Michelle Smith,Consumer,8,14586.73
703,Christopher Brown,Small Business,8,18542.96
659,Stephanie Sanchez,Corporate,8,21324.86
605,Mary Allen,Consumer,8,6363.06
577,Brian Miller,Corporate,8,13322.35
442,Amanda King,Consumer,8,6819.24
435,Anthony Lee,Consumer,8,7638.75
424,Brittany Davis,Corporate,8,30145.49
411,Michael Robinson,Corporate,8,17088.1
392,Amanda Walker,Corporate,8,28073.27
355,Daniel Sanchez,Small Business,8,17999.99
343,Christopher Jackson,Consumer,8,4653.54
299,Joshua Jones,Home Office,8,18147.99
246,Daniel Martin,Corporate,8,19019.86
200,Michael Young,Consumer,8,6332.19
191,Brandon Lee,Corporate,8,31818.8
181,Sarah Martinez,Consumer,8,7252.37
168,Emily Miller,Consumer,8,3465.95
79,Barbara Anderson,Consumer,8,18009.24
17,Jessica Rodriguez,Corporate,8,23909.76
16,Robert King,Consumer,8,13897.05
1704,Emily Wilson,Home Office,7,9656.58
1667,Michael Garcia,Corporate,7,16357.74
1665,Michael Anderson,Corporate,7,38716.47
1629,Christopher Hernandez,Consumer,7,3548.06
1565,Brittany Clark,Corporate,7,15020.6
1439,Jennifer Garcia,Corporate,7,19902.23
1404,Jeffrey Jones,Consumer,7,8288.96
1398,William White,Consumer,7,12578.24
1331,Melissa Thomas,Consumer,7,2559.44
1327,Matthew Garcia,Small Business,7,6609.09
1317,Christopher Martin,Corporate,7,21419.34
1311,Kevin King,Consumer,7,7879.6
1307,Emily Perez,Small Business,7,9380.12
1292,Sandra Brown,Consumer,7,9284.0
1291,Amy Lewis,Consumer,7,8396.35
1217,Tiffany Davis,Consumer,7,6484.9
1138,Brandon Ramirez,Consumer,7,4764.78
1133,Sharon Garcia,Consumer,7,4101.94
1102,Ashley Gonzalez,Consumer,7,6782.97
1087,Linda Sanchez,Home Office,7,8187.34
1077,Angela Martin,Home Office,7,4525.99
1074,Patricia Walker,Consumer,7,23635.86
1045,John Anderson,Consumer,7,5518.95
1038,Susan Gonzalez,Consumer,7,8340.9
913,Angela King,Consumer,7,4526.97
883,Matthew Thompson,Corporate,7,10600.13
874,Scott Taylor,Consumer,7,6270.54
836,Emily Martin,Small Business,7,22947.69
826,Robert Martinez,Small Business,7,19080.97
800,James Brown,Small Business,7,16043.55
772,Melissa Moore,Consumer,7,11040.07
755,Michael White,Home Office,7,6244.63
744,Emily Thompson,Home Office,7,4132.92
742,Joshua Thomas,Consumer,7,1714.44
705,Nicole Lopez,Corporate,7,22600.61
656,Jason Robinson,Consumer,7,9547.62
649,Jeffrey Gonzalez,Consumer,7,11009.36
630,Andrew Davis,Small Business,7,18158.89
604,Patricia Lee,Corporate,7,12025.58
563,Elizabeth Harris,Consumer,7,8671.03
550,Linda White,Consumer,7,11938.89
463,William Sanchez,Corporate,7,10807.37
396,Angela Jones,Corporate,7,16793.75
351,Susan Williams,Consumer,7,10700.25
330,Jessica Lee,Home Office,7,6571.3
287,Jeffrey White,Corporate,7,20462.67
240,Thomas Hernandez,Corporate,7,14783.54
231,Anthony Sanchez,Corporate,7,15181.16
227,Anthony Ramirez,Small Business,7,13725.26
223,Melissa Harris,Corporate,7,11761.68
184,Linda Clark,Small Business,7,22504.45
165,Patricia Gonzalez,Corporate,7,14636.81
128,Matthew White,Home Office,7,7345.75
127,Brian Hernandez,Consumer,7,19908.73
33,Brandon Jones,Consumer,7,16321.52
1790,Matthew Lee,Home Office,6,9816.96
1762,Anthony Lee,Small Business,6,10535.08
1742,Stephanie Lewis,Home Office,6,11123.01
1719,Sharon Anderson,Small Business,6,14911.43
1658,Barbara Davis,Corporate,6,4734.69
1627,Daniel Wilson,Home Office,6,9020.56
1590,Jennifer Jones,Consumer,6,4743.71
1563,Emily Anderson,Small Business,6,5636.03
1541,Robert Lewis,Consumer,6,7302.4
1539,Matthew Jackson,Consumer,6,11392.46
1465,Anthony Lopez,Home Office,6,4612.52
1464,Robert Martinez,Home Office,6,10254.26
1405,Sarah Harris,Small Business,6,11565.35
1403,Jennifer Rodriguez,Consumer,6,7229.2
1387,Robert Gonzalez,Home Office,6,2700.65
1373,Scott Miller,Consumer,6,5362.44
1321,Jennifer Clark,Consumer,6,4851.5
1290,Thomas Martinez,Small Business,6,12385.03
1248,Brandon Smith,Home Office,6,21449.84
1200,Michelle Martinez,Corporate,6,12774.25
1186,Jennifer Perez,Home Office,6,6748.6
1066,Robert Harris,Consumer,6,810.67
1065,Amy Martin,Consumer,6,4348.01
1057,Susan King,Consumer,6,15101.2
1037,Justin Miller,Small Business,6,8980.41
998,Kimberly Ramirez,Consumer,6,5292.38
995,James Gonzalez,Consumer,6,3500.91
988,Andrew Davis,Consumer,6,8631.92
942,Kimberly Davis,Consumer,6,6561.47
935,James Moore,Home Office,6,8171.87
925,Elizabeth Lee,Corporate,6,16222.91
902,Patricia Martin,Consumer,6,1787.21
875,Ashley Moore,Consumer,6,9166.52
830,Sarah Davis,Consumer,6,2807.94
741,Angela Thompson,Small Business,6,13863.75
730,Amanda Ramirez,Corporate,6,11430.6
720,Thomas Rodriguez,Consumer,6,4661.06
688,Melissa Ramirez,Home Office,6,9112.57
683,Thomas Johnson,Consumer,6,2057.87
675,William Wilson,Consumer,6,7157.77
587,Melissa Robinson,Consumer,6,4579.11
528,Nicole Martinez,Home Office,6,2424.05
525,Jeffrey Jackson,Home Office,6,3407.42
524,Kimberly Rodriguez,Home Office,6,4396.89
519,Amy King,Home Office,6,8137.08
482,Scott Perez,Consumer,6,9324.03
449,Jennifer Hernandez,Consumer,6,2338.32
448,William Gonzalez,Consumer,6,7808.06
410,Andrew King,Consumer,6,7752.62
409,David Davis,Consumer,6,5205.64
405,Amy Perez,Home Office,6,7169.28
403,Amanda Clark,Consumer,6,11398.88
402,Matthew Martinez,Consumer,6,7548.97
389,Kimberly King,Small Business,6,5397.13
323,Anthony Rodriguez,Consumer,6,10751.98
302,Rebecca Perez,Consumer,6,5226.94
248,Christopher Allen,Small Business,6,13103.48
237,Karen Hernandez,Consumer,6,4056.89
211,Karen Williams,Corporate,6,16391.61
169,Michael Garcia,Consumer,6,11548.11
149,John Wilson,Home Office,6,12184.2
81,Robert King,Home Office,6,6502.44
50,Andrew Thompson,Consumer,6,2758.22
12,William Hernandez,Consumer,6,4861.37
